Word,Contains Multiple?,Vowels,Green Score,Yellow Score
trild,False,1,822,3573
slish,True,1,0,4186
japan,True,2,2462,1966
corks,False,1,8660,0
wokka,True,2,3004,947
gloms,False,1,4587,2088
boras,False,2,8148,1073
moxas,False,2,6869,1073
satis,True,2,6210,3055
mucor,False,2,1878,1761
natty,True,1,4454,940
jaffa,True,2,2462,1090
pling,False,1,857,2673
harem,False,2,5780,670
krone,False,2,0,4609
talas,True,2,7058,1888
zinke,False,2,2842,1624
wawes,True,2,8944,271
adust,False,2,0,2727
swies,True,2,6273,2770
eloin,False,3,0,3399
sucre,False,2,1185,4187
fount,False,2,2688,2178
dimps,False,1,5330,1609
amigo,False,3,0,2781
ruths,False,1,5135,1478
wines,False,2,9026,0
artic,False,2,0,3298
gulch,False,1,2670,773
poofy,True,2,4247,1222
erode,True,3,0,4222
derby,False,1,2494,2549
nippy,True,1,2677,1106
rawly,False,1,3557,1670
aband,True,2,822,2838
letch,False,1,0,3589
cohab,False,2,3013,1252
tazza,True,2,2402,1620
sneap,False,2,0,4007
azons,False,2,3950,2540
selle,True,2,848,5476
sumps,True,1,5135,2488
souts,True,2,6940,2226
dunam,False,2,2147,1936
sulci,False,2,2033,2246
clock,True,1,920,2349
sixer,False,2,3836,2233
dingo,False,2,2342,1491
attic,True,2,0,2597
sloop,True,2,0,4089
fauns,False,2,6805,1452
slots,True,1,4847,3246
fifer,True,2,4298,851
caput,False,2,3180,1490
rurps,True,1,6332,1046
xerox,True,2,1197,2408
rebel,True,2,2323,3063
coyer,False,2,5336,886
forbs,False,1,7835,242
fiend,False,2,2797,1668
scoug,False,2,0,3269
riser,True,2,3703,1832
snuck,False,1,0,3234
pheon,False,2,1401,2108
linty,False,1,4536,575
lodge,False,2,2093,2906
skeds,True,1,3950,3008
ochre,False,2,0,2793
ships,True,1,4494,3025
bards,False,1,8315,471
molas,False,2,7584,1073
gecko,False,2,1137,2406
clove,False,2,920,3360
wrapt,False,1,411,3319
nertz,False,1,2094,1983
theca,False,2,544,2782
corer,True,2,6533,673
tiles,False,2,8501,815
sanga,True,2,3222,2661
grese,True,2,637,3856
noddy,True,1,3390,1186
sykes,True,1,6273,2095
bosks,True,1,7451,531
talcs,False,1,7058,1221
anlas,True,2,4798,2154
sirra,True,2,2577,2955
kilps,False,1,6178,793
shove,False,2,544,4223
kivas,False,2,5330,1688
mythy,True,0,1990,1117
fowls,False,1,6638,1042
nelis,False,2,4798,2831
thaws,False,1,4494,2178
kinda,False,2,2342,1525
becap,False,2,908,3238
adman,True,2,0,2933
tacks,False,1,6710,1207
azans,True,2,3950,2786
cepes,True,2,7193,1989
logoi,True,3,2093,1913
penal,False,2,1819,3174
suent,False,2,1185,3954
cleik,False,2,920,2716
weeps,True,2,4361,2926
yarco,False,2,3457,975
kerns,False,1,5147,2787
panel,False,2,6402,475
prods,False,1,4807,2400
oping,False,2,0,2466
known,True,1,0,2367
globe,False,2,637,3447
glits,False,1,5484,1744
chace,True,2,1464,3160
tango,False,2,3222,1625
patch,False,1,3117,1388
booty,True,2,5195,989
forts,False,1,8732,0
mauls,False,2,6903,1437
corny,False,1,5507,786
clods,False,1,4870,2157
inust,False,2,0,2417
dales,False,2,9381,681
tilly,True,1,3525,1586
gopak,False,2,2730,1693
salon,False,2,3108,2786
vaper,False,2,4825,1036
wigga,True,2,1791,1463
bydes,False,1,7181,657
boohs,True,2,6951,1224
suras,True,2,6332,2633
regur,True,2,0,3690
spard,False,1,822,3739
melee,True,3,3864,3145
cakey,False,2,6800,268
laird,False,2,3082,2338
nucha,False,2,1185,1631
crudo,False,2,920,2465
stane,False,2,0,5339
geeks,True,2,5087,2508
dwile,False,2,0,4181
yrneh,False,1,3285,1488
stray,False,1,2494,2872
brogh,False,1,908,2718
cutto,True,2,3002,1003
uptie,False,3,0,3431
whelk,False,1,955,1910
immew,True,2,2323,927
nyala,True,2,0,3277
snoot,True,2,0,4316
donny,True,1,4352,1467
laris,False,2,7407,1455
suing,False,2,1185,3536
milpa,False,2,2921,1097
askoi,False,3,0,2073
nikab,False,2,1380,1725
strak,False,1,1197,3129
teach,False,2,0,4449
wides,False,2,8064,390
solei,False,3,5264,1840
fuzzy,True,1,3219,126
tills,True,1,6178,1586
premy,False,1,2154,2224
moste,False,2,3683,2050
canid,False,2,4964,880
fands,False,1,7767,471
rieve,True,3,1380,3184
scudo,False,2,0,3261
glift,False,1,637,2703
laded,True,2,5405,965
hawed,False,2,5405,759
monde,False,2,3748,1990
sinky,False,1,4139,1560
gauge,True,3,2897,2607
appuy,True,2,1297,1728
shits,True,1,5391,2607
talus,False,2,7058,1216
color,True,2,3861,1369
kelps,False,1,4798,2419
lotic,False,2,2093,2197
lyase,False,2,0,4111
neeze,True,3,0,4478
wifty,False,1,3985,178
loafs,False,2,6043,2043
kites,False,2,7653,990
emeer,True,3,2323,2046
prime,False,2,857,3908
grego,True,2,637,2632
eales,True,3,9381,303
pekan,False,2,857,3497
sight,False,1,1380,2883
miffy,True,1,3370,411
lownd,False,1,2915,1632
reads,False,2,3950,3960
conto,True,2,4872,388
sized,False,2,4667,1560
katal,True,2,2260,2538
spelt,False,1,0,4167
fugly,False,1,3077,1133
chiru,False,2,1464,1830
dolly,True,1,4238,1452
diyas,False,2,5330,1967
midgy,False,1,3370,812
furan,False,2,2977,1603
coach,True,2,3013,2008
hydro,False,1,0,2249
plebe,True,2,857,3340
capri,False,2,3180,1359
waxen,False,2,5127,530
pulmo,False,2,2890,790
sauch,False,2,2260,2999
rahed,False,2,5405,748
larch,False,1,3457,1348
anils,False,2,3950,2899
weens,True,2,4361,3294
hyson,False,1,0,2512
furry,True,1,4274,716
diver,False,2,3703,1594
welds,False,1,5209,2097
saugh,False,2,2260,3015
vexer,True,2,2698,2299
cough,False,2,3013,1455
trona,False,2,0,4209
tatar,True,2,2260,3176
shots,True,1,5391,2549
hilly,True,1,3525,1259
along,False,2,0,3351
acers,False,2,3950,2510
sedes,True,2,6273,3576
scarf,False,1,0,3769
twink,False,1,0,3068
croft,False,1,920,2888
tamps,False,1,6210,1743
buchu,True,2,2093,694
aspie,False,3,0,3591
dexes,True,2,6406,2307
yowza,False,2,2093,1257
slyly,True,0,1297,3241
fluey,False,2,4215,1363
terry,True,1,2494,3157
flamy,False,1,1892,2334
motet,True,2,5109,1341
nouls,False,2,6043,1762
vocab,False,2,2335,1524
dogie,False,3,2093,3442
punty,False,1,5198,0
skatt,True,1,897,3616
yonks,False,1,7505,181
acorn,False,2,0,3147
okays,False,2,3950,1700
locos,True,2,6043,1663
bedel,True,2,3231,2491
dilli,True,2,2228,1732
deshi,False,2,0,3353
wifie,True,3,1791,2577
munis,False,2,6790,880
mucro,False,2,1878,1496
drupe,False,2,0,4224
holla,True,2,2941,1938
frush,False,1,595,2488
tomia,False,3,2093,2884
gazer,False,2,5362,673
hears,False,2,3950,4065
uncus,True,2,3950,1327
plush,False,1,857,2245
esnes,True,2,7235,396
lines,False,2,8615,575
faddy,True,1,4152,861
unbid,False,2,822,1748
wharf,False,1,955,2033
acros,False,2,5147,1608
dilly,True,1,3525,1452
mhorr,True,1,1237,2378
amaut,True,3,0,3286
putts,True,1,6889,615
pagan,True,2,3117,1965
quops,False,2,5213,1407
words,False,1,7651,471
fenny,True,1,2854,2412
chico,True,2,1464,1841
snobs,True,1,3950,3136
howre,False,2,2093,2994
muted,False,2,5023,615
fillo,True,2,2823,1159
manet,False,2,6238,726
whaur,False,2,955,2309
gaped,False,2,6042,363
ghest,False,1,1181,2123
nates,False,2,8533,940
azoic,False,3,0,2761
lousy,False,2,3390,1756
chart,False,1,1464,2677
brods,False,1,4858,2400
geeps,True,2,4587,2926
vangs,False,1,7414,422
shish,True,1,544,3489
dunce,False,2,2147,2606
uraos,False,3,3950,3060
warps,False,1,7818,418
chugs,False,1,5414,1088
lipin,True,2,1380,2348
swits,True,1,4847,2770
toeas,False,3,6043,2770
tapus,False,2,6210,1579
sprit,False,1,1197,3394
pluot,False,2,857,2785
whiff,True,1,955,1362
hauls,False,2,6210,1925
vraic,False,2,242,3182
jaker,False,2,4785,941
scuse,True,2,0,4436
glint,False,1,637,3256
sokah,False,2,2093,3268
savin,False,2,2260,3210
slued,False,2,3145,2923
sakti,False,2,3157,2108
geare,True,3,637,5096
carbo,False,2,4377,630
crowd,False,1,1742,2057
stoun,False,2,0,3719
peyse,True,2,857,3873
whups,False,1,4905,1084
linum,False,2,2342,1158
monks,False,1,8198,0
ampul,False,2,0,2163
skiey,False,2,3620,2702
hewer,True,2,2323,3058
about,False,3,0,2933
nouny,True,2,3390,1777
lolly,True,1,4238,1346
uplay,False,2,2145,1490
rifte,False,2,2277,2325
suint,False,2,1185,4119
veins,False,2,4192,3459
lyres,False,1,7470,842
gogos,True,2,6680,1058
ortho,True,2,0,2440
blurt,False,1,908,2805
edify,False,2,1297,1667
telic,False,2,848,3448
aurei,False,4,4705,1016
graff,True,1,637,2490
boats,False,2,7848,1235
poule,False,3,2950,2956
clepe,True,2,920,3516
rudas,False,2,5135,2091
obese,True,3,0,3259
dance,False,2,3222,2606
leres,True,2,7470,2201
shuln,False,1,544,3527
eagle,True,3,2260,2955
edict,False,2,0,2566
notes,False,2,8366,940
omasa,True,3,0,2879
remap,False,2,0,3984
chasm,False,1,1464,1932
mules,False,2,8999,0
swees,True,2,6273,2605
slams,True,1,3950,3894
latex,False,2,4583,1260
axion,False,3,0,3066
podex,False,2,5273,460
roops,True,2,6043,2035
dowts,False,1,6940,952
sumos,True,2,5135,2766
dills,True,1,6178,1452
macho,False,2,2953,1015
party,False,1,6508,0
flare,False,2,595,4167
caffs,True,1,7130,411
craws,False,1,4870,2303
vaxes,False,2,8908,0
ducat,False,2,1185,2872
pukka,True,2,2542,947
links,False,1,6792,575
toros,True,2,7240,1511
sully,True,1,3330,2331
milts,False,1,7768,0
meuse,True,3,693,4326
duits,False,2,6032,1728
tumid,False,2,2007,2205
voddy,True,1,3632,861
voxel,False,2,4791,475
boney,False,2,7583,0
plots,False,1,5704,1686
rokes,False,2,8366,896
lweis,False,2,3950,2500
mengs,False,1,5605,2048
fawny,False,1,4152,1057
burry,True,1,4587,716
sprag,False,1,1197,3004
janes,False,2,9697,0
rowan,False,2,2093,2502
muley,False,2,6346,0
sloyd,False,1,822,3354
sards,True,1,7407,2031
bowat,False,2,3001,2070
musca,False,2,1878,1616
certs,False,1,6964,1626
poach,False,2,2950,2008
nacre,False,2,2260,2952
teles,True,2,7121,2441
burst,False,1,3290,1241
kirks,True,1,7027,375
sleer,True,2,2323,3812
erugo,False,3,0,2719
habit,False,2,2260,2428
oktas,False,2,3950,2045
hewed,True,2,3145,2385
video,False,3,3945,778
fauts,False,2,7702,666
liana,True,3,1380,3275
wands,False,1,7583,471
pawas,True,2,7067,1344
maneb,False,2,6238,59
twixt,True,1,0,2763
rests,True,1,4847,2785
grove,False,2,637,3603
sulus,True,2,5983,1961
morro,True,2,3983,1104
stime,False,2,0,4767
cuspy,False,1,3402,949
urdee,True,3,2323,3038
puled,False,2,6035,0
cagey,False,2,6800,362
weete,True,3,1308,4027
gusto,False,2,2719,919
canes,False,2,10415,0
gains,False,2,6847,1833
stamp,False,1,0,3583
chota,False,2,2361,1668
kufis,False,2,5135,1433
poses,True,2,9223,531
pombe,False,2,2950,2271
slick,False,1,0,3967
snags,True,1,3950,3562
posey,False,2,6570,531
geans,False,2,4587,3647
fowth,False,1,3585,638
meith,False,2,1590,3040
kembs,False,1,3950,2753
mysid,False,1,1515,1678
aumil,False,3,1185,2601
coins,False,2,6963,1833
potts,True,1,7797,615
torts,True,1,8137,815
sulks,True,1,6483,1560
wanna,True,2,3633,1465
leugh,False,2,0,3656
lurid,False,2,3204,1455
reefs,True,2,3950,3369
sheer,True,2,2867,3115
thans,False,1,4494,2836
diram,False,2,2577,1936
bigot,False,2,2288,1784
briss,True,1,4858,2502
jived,False,2,4727,240
loave,False,3,2093,3484
atman,True,2,0,3088
mowra,False,2,2786,1666
tutee,True,3,3508,2949
risky,False,1,3177,1159
ctene,True,2,920,3426
urare,True,3,0,4599
pujas,False,2,5992,1119
fanks,False,1,8267,0
temps,False,1,3950,3369
segno,False,2,0,4722
shent,False,1,544,3954
crust,False,1,920,2847
amias,True,3,3950,3044
zinco,False,2,2342,899
empts,False,1,4847,854
nests,True,1,4847,2482
lobby,True,1,3390,1151
group,False,2,637,2477
dusks,True,1,5635,1212
vowed,False,2,5480,271
mayst,False,1,2953,1454
tangs,False,1,7172,1237
glike,False,2,1137,3263
motus,False,2,6736,1016
rhine,False,2,544,3980
dubbo,True,2,1185,1645
eaten,True,3,4583,1448
weems,True,2,4361,2910
khafs,False,1,4494,1843
primo,False,2,857,2777
drags,False,1,3950,3278
toran,False,2,3290,2418
terra,True,2,1197,3836
isled,False,2,3993,258
airns,False,2,6527,1522
azyme,False,2,0,2899
spits,True,1,4847,2835
bever,True,2,3231,2539
pacts,False,1,7964,392
seals,True,2,3950,5192
right,False,1,1380,1951
nkosi,False,2,0,2204
freak,False,2,595,3152
unbed,False,2,3145,868
oozes,True,3,8508,262
durry,True,1,3679,1397
fezes,True,2,7010,1626
pekes,True,2,7130,1894
doped,True,2,5238,1044
gawps,False,1,6847,689
tarns,False,1,7407,1601
peins,False,2,4807,3459
jural,False,2,2584,1548
hamba,True,2,2260,1919
diene,True,3,1380,3868
sedgy,False,1,1297,3998
skyre,False,1,0,4103
lipas,False,2,5330,2011
wheel,True,2,3278,1357
beast,False,2,908,4102
yojan,False,2,2093,1830
rooty,True,2,4287,1617
arsed,False,2,3145,2207
tyiyn,True,1,0,2767
umbos,False,2,3950,1407
stumm,True,1,0,3049
grike,False,2,1137,3506
proin,False,2,857,3339
recon,False,2,0,3872
euked,True,3,4330,571
byssi,True,1,908,1593
buret,False,2,5613,726
pithy,False,1,3534,850
anata,True,3,897,2995
rivas,False,2,5330,1941
terfe,True,2,1197,4193
areic,False,3,0,3565
yarak,True,2,3457,1511
choil,False,2,1464,2344
linga,False,2,2342,1676
jewie,True,3,202,4296
choir,False,2,1464,2542
pacta,True,2,4014,1071
rates,False,2,8533,1243
femal,False,2,595,3684
coarb,False,2,3013,2010
jolls,True,1,7093,771
gland,False,1,1459,2718
titis,True,2,5330,2310
nappa,True,2,2260,1785
jerry,True,1,2696,2342
pongy,False,1,5209,422
howbe,False,2,2093,2520
ylkes,False,1,6273,1146
swims,True,1,3950,3172
varas,True,2,7649,1073
cliff,True,1,920,2059
lords,False,1,7240,1046
wedge,True,2,411,3957
summa,True,2,1185,3151
gurry,True,1,4316,716
beats,False,2,5755,2861
chook,True,2,1464,1942
boxty,False,1,5328,0
affix,True,2,0,1888
bungy,False,1,4352,422
diced,True,2,4525,1073
varia,True,3,3699,1559
redip,False,2,0,3671
luges,False,2,7458,937
jaaps,True,2,6412,1653
randy,False,1,4519,1099
degus,False,2,3950,3070
rakee,True,3,4583,2415
lemed,True,2,3145,2711
sured,False,2,5527,1560
crwth,False,0,1817,1578
ewers,True,2,3950,2064
geeky,True,2,2434,2508
tripe,False,2,0,4739
ureas,False,3,3950,3084
newly,False,1,1297,2993
jemmy,True,1,1499,2538
hatha,True,2,2260,2017
munch,False,1,2840,773
stint,True,1,0,4358
logos,True,2,6043,1633
plead,False,2,1679,2652
cults,False,1,7800,0
binit,True,2,3250,1606
casus,True,2,7130,932
menes,True,2,7928,1626
didos,True,2,5330,1767
acred,False,2,4342,912
agmas,True,2,3950,2394
epact,False,2,0,2898
labor,False,2,2260,2278
clach,True,1,920,2705
rajes,False,2,8533,674
bents,False,1,6717,1626
mairs,False,2,6903,1763
breer,True,2,3231,2495
voles,False,2,9456,0
susus,True,2,5135,2492
goyle,False,2,2730,2503
edged,True,2,3145,749
salad,True,2,3930,2633
pusle,False,2,2042,2821
grays,False,1,4587,2283
conky,False,1,5772,0
zanze,True,2,3222,1750
stubs,True,1,3950,2707
hokis,False,2,6043,1636
vests,True,1,5089,2157
seaze,True,3,0,6066
smoke,False,2,500,4256
flags,False,1,4545,2354
chuff,True,1,1464,981
xenia,False,3,962,3201
funky,False,1,4539,0
loath,False,2,2990,2177
sleet,True,2,2323,3865
boles,False,2,10122,0
herbs,False,1,5147,2356
glove,False,2,637,3360
reive,True,3,0,4975
raver,True,2,4583,1541
frons,False,1,4545,2715
doing,False,2,2093,2657
pride,False,2,857,3977
parae,True,3,4314,2592
toxic,False,2,2226,1822
bunty,False,1,5249,0
catty,True,1,5374,615
flite,False,2,1492,3263
zhomo,True,2,544,1884
takin,False,2,2260,2493
bacco,True,2,3168,1186
parti,False,2,5211,280
maist,False,2,2953,2288
quaff,True,2,1263,1550
furze,False,2,2977,1645
stade,False,2,0,5024
evoke,True,3,500,2863
wiped,False,2,4936,363
envoi,False,3,0,1864
leone,True,3,0,5495
lilts,True,1,7075,575
azido,False,3,0,2671
schav,False,1,0,2933
rueda,False,3,1185,2660
moyls,False,1,6736,984
balky,False,1,5813,0
aulas,True,3,5983,1809
gyres,False,1,8107,267
torrs,True,1,7240,1531
bites,False,2,8561,615
hudna,False,2,1185,2343
sooks,True,2,6543,2549
flaws,False,1,4545,2060
vants,False,1,8311,0
lingo,False,2,2342,1385
tophe,False,2,2093,2932
pynes,False,1,8092,267
reoil,False,3,0,4598
moons,True,2,6736,1775
skivy,False,1,1297,2857
stots,True,1,4847,2788
scots,True,1,4847,2725
decan,False,2,0,4302
dobby,True,1,3390,1257
amids,False,2,3950,2442
julep,False,2,4558,147
dares,False,2,9730,681
borer,True,2,6521,673
jeans,False,2,4152,3647
kinin,True,2,2342,1785
waver,False,2,4994,913
semee,True,3,2323,5215
doves,False,2,8366,921
eques,True,3,6273,984
unsew,False,2,2323,1129
biggy,True,1,3585,784
shout,False,2,544,3676
codon,True,2,3013,1616
risen,False,2,3703,1689
bowel,False,2,5324,746
quims,False,2,5213,1449
gorsy,False,1,5224,515
kutch,False,1,1185,1763
gurge,True,2,3019,1941
sensi,True,2,962,3981
podal,False,2,2950,1938
ladle,True,2,2260,3255
braze,False,2,908,3820
prial,False,2,857,3535
bhels,False,1,5402,1653
porns,False,1,8097,786
hongi,False,2,3055,1190
weave,True,3,411,4535
saola,True,3,2260,3999
antas,True,2,3950,2769
pings,False,1,7149,422
dunes,False,2,8420,681
krang,False,1,0,3479
ousts,True,2,6032,793
soots,True,2,6940,2549
cains,False,2,7130,1833
mower,False,2,5109,944
nitro,False,2,1380,2044
paned,False,2,7224,0
fungs,False,1,6692,422
polyp,True,1,3798,255
cheap,False,2,1464,2102
kiths,False,1,5330,1225
snout,False,2,0,4021
munts,False,1,7687,0
rebbe,True,2,0,4349
ovule,False,3,0,3270
atigi,True,3,0,2724
angry,False,1,1297,2159
supra,False,2,1185,3318
infra,False,2,0,2083
mudir,False,2,1878,1943
peats,False,2,5704,2861
dekes,True,2,6273,2575
leger,True,2,2323,3236
tapes,False,2,8533,1178
durns,False,1,6332,1467
print,False,1,857,3499
spiny,False,1,1297,3621
kemps,False,1,3950,2929
anent,True,2,0,3475
taffy,True,1,3557,1226
buran,False,2,3290,1603
ranch,False,1,3222,1401
lasts,True,1,7107,1106
butes,False,2,8366,615
tofts,True,1,6940,993
spore,False,2,0,5012
ganch,False,1,3859,773
crush,False,1,920,2488
polio,True,3,3798,1268
mayas,True,2,6903,1286
kappa,True,2,2260,1835
golpe,False,2,3578,1937
degum,False,2,0,3252
klong,False,1,0,2990
miaou,False,4,2073,1998
ooses,True,3,8366,793
cairn,False,2,3180,2293
trout,True,2,0,3871
morat,False,2,3983,1799
orlop,True,2,848,2045
milia,True,3,2921,1559
flaxy,False,1,1892,1944
butle,False,2,2093,2905
vivid,True,2,2444,1120
larks,False,1,7907,575
nappy,True,1,3557,1106
pucka,False,2,2542,1071
pecks,False,1,5307,2018
brain,False,2,908,3585
gault,False,2,2897,2163
quonk,False,2,1263,2032
gnash,False,1,637,2462
wolve,False,2,3352,1674
yucko,False,2,1685,961
prate,False,2,1754,3694
knive,False,2,0,3441
chine,False,2,1464,3352
looms,True,2,6043,1966
bicep,False,2,4611,539
piggy,True,1,3534,784
eases,True,3,8533,834
zamia,True,3,2260,2174
pupil,True,2,2042,1718
anted,False,2,3145,1696
tinks,False,1,6792,815
alkyd,False,1,822,1809
pomps,True,1,6900,928
ficus,False,2,5925,793
deedy,True,2,1297,3660
walls,True,1,7469,771
norms,False,1,7240,727
scold,False,1,822,3496
deair,False,3,0,5095
tinds,False,1,6292,1286
zooks,True,2,6543,1094
riper,True,2,3703,1664
malik,False,2,3801,1137
wyles,False,1,7532,267
upter,False,2,2323,1705
rowel,False,2,4416,1374
alert,False,2,0,3757
stoss,True,1,3950,3303
malty,False,1,5995,0
chemo,False,2,1464,1672
flute,False,2,1492,2882
bongs,False,1,7913,422
robed,False,2,5238,962
moppy,True,1,4083,781
buffa,True,2,2093,1090
lader,False,2,4583,1638
swore,False,2,0,4947
mucin,False,2,1878,1802
sorta,False,2,4187,2239
auras,True,3,6332,1809
woopy,True,2,3801,1407
korai,False,3,3290,1728
aquae,True,4,0,4009
soave,False,3,2093,4469
beses,True,2,7181,2157
cobra,False,2,3013,1729
liker,False,2,3703,1516
geits,False,2,5484,2673
womyn,False,1,2504,1148
gripy,False,1,1934,2405
amene,True,3,0,4111
chivs,False,1,5414,1202
fryer,True,1,2918,1826
ovels,False,2,3950,1967
ganja,True,2,3859,708
motes,False,2,9059,615
daman,True,2,2260,2794
abaka,True,3,500,2731
guids,False,2,5772,1518
rahui,False,3,2260,1429
salpa,True,2,3108,2657
swapt,False,1,0,4102
purer,True,2,5562,673
kheth,True,1,1441,1624
lowed,False,2,5238,846
guffs,True,1,5772,411
rehab,False,2,0,3506
flype,False,1,595,2847
whine,False,2,955,3352
tanhs,False,1,7172,1050
slaes,True,2,6273,3492
kinas,False,2,6292,1448
kexes,True,2,6406,2001
atilt,True,2,0,3519
dovie,False,3,2093,3320
smaik,False,2,0,4120
avion,False,3,0,3061
yince,False,2,2342,2106
tenue,True,3,962,4361
otter,True,2,2323,1789
girts,False,1,8061,0
saned,False,2,6367,1560
least,False,2,0,4677
foots,True,2,7535,989
delft,False,1,848,3266
claim,False,2,920,2994
slink,False,1,0,4347
aline,False,3,0,4785
vibes,False,2,7895,334
dekko,True,2,500,2963
arnut,False,2,962,2803
mouse,False,3,2786,2700
spilt,False,1,0,4332
tecta,True,2,897,3512
nowed,False,2,5238,596
tozes,False,2,8508,815
recks,False,1,4450,2646
rotte,True,2,2990,2762
nares,False,2,9730,325
noups,False,2,6043,1409
cleck,True,1,920,2242
talaq,True,2,3108,1892
spaws,True,1,3950,3151
layin,False,2,2260,2198
mulch,False,1,2726,773
ulmin,False,2,0,2806
cress,True,1,4870,2337
mewed,True,2,3838,1897
maror,True,2,4150,1369
exult,False,2,0,2523
jaspe,False,2,2462,2468
ictic,True,2,0,1963
vexil,False,2,375,2981
seity,False,2,2194,4233
ghees,True,2,7454,882
rapes,False,2,8533,991
mealy,False,2,1990,3632
vigia,True,3,1622,1921
repps,True,1,3950,3035
twilt,True,1,0,3522
crims,False,1,4870,2389
perky,False,1,3851,1626
masas,True,2,6903,1604
eughs,False,2,5135,900
resaw,False,2,0,3922
apods,False,2,3950,2424
dicot,False,2,1380,2495
unmet,False,2,2323,1770
eathe,True,3,2260,2672
vints,False,1,7431,0
scour,False,2,0,3799
liers,False,2,5330,2173
yerds,False,1,5147,2278
wolfs,False,1,7302,233
brach,False,1,908,2948
escot,False,2,0,2210
shiso,True,2,544,3510
reked,True,2,3145,2522
rumba,False,2,1185,2059
welks,False,1,5709,1626
ogles,False,2,7121,337
coure,False,3,3013,2901
fille,True,2,2823,2290
telae,True,3,848,5033
surly,False,1,3679,2331
honda,False,2,3055,1638
divis,True,2,5330,1801
sties,True,2,6273,2846
proto,True,2,1754,2317
blare,False,2,908,4167
luffa,True,2,1185,1665
muras,False,2,7025,1073
halal,True,2,3108,2036
lazzo,True,2,2402,1089
feebs,True,2,4545,2750
cocks,True,1,7463,392
rerun,True,2,1197,3185
faine,False,3,2855,3352
coney,False,2,7595,0
flawy,False,1,1892,2060
lehua,False,3,0,3401
pivot,False,2,2237,1662
urali,False,3,0,3415
abash,True,2,0,2934
conte,False,2,4872,1519
blive,False,2,908,3418
baits,False,2,8015,1047
holey,False,2,6561,488
pouke,False,3,3450,2185
paisa,True,3,3117,2241
tuned,False,2,5292,815
garms,False,1,8044,402
minas,False,2,6985,1073
reeky,True,2,1797,3136
bunch,False,1,3055,773
mopes,False,2,9059,363
prads,False,1,4807,2646
sajou,False,3,2260,2369
chimo,False,2,1464,1837
scapi,False,2,0,3669
duett,True,2,2082,2289
bores,False,2,10471,0
bobol,True,2,3001,1505
swizz,True,1,0,2928
yedes,True,2,6273,2197
mawed,False,2,6098,271
coupe,False,3,3013,2603
lunts,False,1,6994,575
tagma,True,2,2260,2258
ditty,True,1,3574,1296
deres,True,2,7470,2307
sieve,True,3,1380,4116
bhang,False,1,1452,2164
ogham,False,2,0,1712
quine,False,3,1263,3352
mojos,True,2,6736,742
lobar,False,2,2093,2655
louma,False,3,2093,2322
boabs,True,2,6951,1477
magot,False,2,2953,1784
dabba,True,2,2260,1936
korun,False,2,3290,1306
stops,True,1,3950,3206
yours,False,2,6043,1563
udals,False,2,3950,2279
tiars,False,2,5330,2766
pedes,True,2,7130,2016
cluck,True,1,920,2026
aspen,False,2,2323,1722
pouty,False,2,5144,666
favel,False,2,5178,715
tsuba,False,2,0,2495
wacks,False,1,7121,392
niche,False,2,1380,2471
devel,True,2,2323,3022
skats,True,1,4847,2890
laves,False,2,8533,815
flush,False,1,595,2245
nabob,True,2,2260,1414
enact,False,2,0,3015
homes,False,2,8366,998
kopje,False,2,2093,2286
riven,False,2,3703,1398
wynns,True,0,5323,1053
veeps,True,2,4192,2926
ditas,False,2,5330,2369
gunky,False,1,4581,0
riata,True,3,2277,2542
hoper,False,2,4416,1524
gazal,True,2,3039,1548
exine,True,3,0,3712
kecks,True,1,4450,2393
glary,False,1,1934,2648
kapus,False,2,6210,1139
pissy,True,1,3534,1046
drony,False,1,1297,3396
stump,False,1,0,3014
roars,True,2,6043,2579
foyne,False,2,2688,2518
fifes,True,2,8248,178
jilts,False,1,7277,0
sarge,False,2,3457,3501
lowan,False,2,2093,2449
twerk,False,1,0,2833
galls,True,1,7695,771
mokes,False,2,9059,268
loots,True,2,6940,1564
aeros,False,3,5147,3058
puggy,True,1,3339,784
sprug,False,1,1197,2332
urned,False,2,4107,1129
tiara,True,3,1380,3445
vocal,False,2,2335,1940
sepal,False,2,0,5097
bused,False,2,5238,531
redds,True,1,3950,3115
dinky,False,1,4139,681
snath,False,1,897,3507
iodin,True,3,2093,1965
daffy,True,1,3557,1092
godso,True,2,2730,1293
hotel,False,2,4416,1578
photo,True,2,2298,1377
sobas,True,2,6043,2967
lossy,True,1,3390,1621
happy,True,1,3557,1269
anger,False,2,2323,2116
cardi,False,2,4377,751
scare,False,2,0,5206
hikoi,True,3,1380,1732
spacy,False,1,1297,3429
trees,True,2,6273,2637
bread,False,2,1730,2895
curny,False,1,4599,786
fasti,False,2,3752,811
pilae,False,3,3085,2592
awato,True,3,897,2522
neath,False,2,897,3553
meses,True,2,6966,2157
sheet,True,2,2867,3168
masts,True,1,7800,531
aboon,True,3,0,3032
crept,False,1,920,2966
klutz,False,1,897,1770
tames,False,2,8533,1325
ohias,False,3,4494,2382
goody,True,2,4027,1460
brief,False,2,3231,2069
sorer,True,2,5613,2233
umbel,False,2,2323,1186
algor,False,2,0,3164
bided,True,2,5433,390
wolds,False,1,7302,471
lards,False,1,7407,1046
burse,False,2,3290,2034
climb,False,1,920,2205
taxol,False,2,2393,1986
padri,False,2,3117,1386
wombs,False,1,6454,752
steys,True,1,3950,2789
